"show_id","type","title","country","date_added","release_year","rating","duration","listed_in","description"
"s118","Movie","Final Account","United Kingdom, United States","2021-09-02 00:00:00","2021","PG-13","94 min","Documentaries","This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich."
"s119","Movie","Gurgaon","India","2021-09-02 00:00:00","2017","TV-14","106 min","Dramas, International Movies, Thrillers","When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems â€“ and plans â€“ of his own."
"s120","Movie","Here and There","null","2021-09-02 00:00:00","2020","TV-MA","99 min","Dramas, International Movies, Romantic Movies","After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic."
"s121","TV Show","Heroes of Goo Jit Zu","Australia","2021-09-02 00:00:00","2021","TV-Y7","1 Season","Kids' TV, TV Comedies","After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers."
"s122","TV Show","Hotel Del Luna","null","2021-09-02 00:00:00","2019","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world."
"s123","Movie","In the Cut","United Kingdom, Australia, France, United States","2021-09-02 00:00:00","2003","R","118 min","Thrillers","After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime."
"s124","TV Show","Luv Kushh","null","2021-09-02 00:00:00","2012","TV-Y7","1 Season","Kids' TV","Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Ramaâ€™s twin sons through their childhood."
"s125","TV Show","Pororo - The Little Penguin","South Korea","2021-09-02 00:00:00","2013","TV-Y7","3 Seasons","Kids' TV, Korean TV Shows","On a tiny island, Pororo the penguin has fun adventures with his friends Eddy the fox, Loopy the beaver, Poby the polar bear and Crong the dinosaur."
"s126","TV Show","Q-Force","United States","2021-09-02 00:00:00","2021","TV-MA","1 Season","Crime TV Shows, TV Action & Adventure, TV Comedies","A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywoodâ€¦ tomorrow, the world!"
"s127","Movie","Shikara","India","2021-09-02 00:00:00","2020","TV-14","115 min","Dramas, International Movies, Romantic Movies","A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp."
"s128","Movie","A Cinderella Story","United States, Canada","2021-09-01 00:00:00","2004","PG","95 min","Children & Family Movies, Comedies","Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?"
"s1160","Movie","Black Is Beltza","null","2021-03-26 00:00:00","2018","TV-MA","87 min","Dramas, International Movies","A young Basque man is radicalized in 1960s America after being forbidden from participating in a parade on racial grounds."
"s129","Movie","Agatha Christie's Crooked House","null","2021-09-01 00:00:00","2017","PG-13","115 min","Dramas, International Movies, Thrillers","When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family."
"s130","Movie","An Unfinished Life","Germany, United States","2021-09-01 00:00:00","2005","PG-13","108 min","Dramas","A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive."
"s131","Movie","Barbie Big City Big Dreams","null","2021-09-01 00:00:00","2021","TV-Y","63 min","Children & Family Movies, Music & Musicals","At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends."
"s132","Movie","Blade Runner: The Final Cut","United States","2021-09-01 00:00:00","1982","R","117 min","Action & Adventure, Classic Movies, Cult Movies","In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants."""
"s133","TV Show","Brave Animated Series","null","2021-09-01 00:00:00","2021","TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Comedies","A group of superheroes sets out to rid the world of evil â€” only to realize they may not be standing on the side of justice. Based on a popular comic."
"s134","Movie","Chappie","South Africa, United States","2021-09-01 00:00:00","2015","R","121 min","Action & Adventure, Sci-Fi & Fantasy","In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence."
"s135","Movie","Clear and Present Danger","United States, Mexico","2021-09-01 00:00:00","1994","PG-13","142 min","Action & Adventure, Dramas","When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel."
"s136","Movie","Cliffhanger","United States, Italy, France, Japan","2021-09-01 00:00:00","1993","R","113 min","Action & Adventure","Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers."
"s137","Movie","Cold Mountain","United States, Italy, Romania, United Kingdom","2021-09-01 00:00:00","2003","R","154 min","Dramas, Romantic Movies","This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm."
"s138","Movie","Crocodile Dundee in Los Angeles","Australia, United States","2021-09-01 00:00:00","2001","PG","95 min","Action & Adventure, Comedies","When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel."
"s139","Movie","Dear John","United States","2021-09-01 00:00:00","2010","PG-13","108 min","Dramas, Romantic Movies","While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together."
"s140","Movie","Do the Right Thing","United States","2021-09-01 00:00:00","1989","R","120 min","Classic Movies, Comedies, Dramas","On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy."
"s141","Movie","El patrÃ³n, radiografÃ­a de un crimen","Argentina, Venezuela","2021-09-01 00:00:00","2014","TV-MA","100 min","Dramas, International Movies, Thrillers","A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case."
"s142","Movie","Extraction","United States, United Kingdom, Canada","2021-09-01 00:00:00","2015","R","82 min","Action & Adventure","When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot."
"s143","Movie","Freedom Writers","Germany, United States","2021-09-01 00:00:00","2007","PG-13","124 min","Dramas","While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives."
"s144","Movie","Green Lantern","United States","2021-09-01 00:00:00","2011","PG-13","114 min","Action & Adventure, Sci-Fi & Fantasy","Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat."
"s145","Movie","House Party","United States","2021-09-01 00:00:00","1990","R","104 min","Comedies, Cult Movies","Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another."
"s146","Movie","House Party 2","United States","2021-09-01 00:00:00","1991","R","94 min","Comedies, Cult Movies, Music & Musicals","Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash."
"s147","Movie","House Party 3","United States","2021-09-01 00:00:00","1994","R","94 min","Comedies, Music & Musicals","After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications."
"s148","TV Show","How to Be a Cowboy","null","2021-09-01 00:00:00","2021","TV-PG","1 Season","Reality TV","Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive â€” and now he's teaching the world how to cowboy right, ol' son."
"s149","TV Show","HQ Barbers","null","2021-09-01 00:00:00","2020","TV-14","1 Season","TV Shows","When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business."
"s150","Movie","I Got the Hook Up","United States","2021-09-01 00:00:00","1998","R","93 min","Action & Adventure, Comedies","After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van."
"s151","Movie","In Too Deep","United States","2021-09-01 00:00:00","1999","R","97 min","Thrillers","Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder."
"s152","Movie","Initial D","China, Hong Kong","2021-09-01 00:00:00","2005","TV-14","109 min","Action & Adventure, International Movies","By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel."
"s153","Movie","Janoskians: Untold and Untrue","United States","2021-09-01 00:00:00","2016","TV-MA","88 min","Comedies","Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube."
"s154","TV Show","Kid-E-Cats","Russia","2021-09-01 00:00:00","2016","TV-Y","2 Seasons","Kids' TV","Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning."
"s155","TV Show","Kuroko's Basketball","Japan","2021-09-01 00:00:00","2015","TV-MA","3 Seasons","Anime Series, International TV Shows, Teen TV Shows","Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory."
"s156","Movie","Labyrinth","United Kingdom, United States","2021-09-01 00:00:00","1986","PG","101 min","Action & Adventure, Children & Family Movies, Cult Movies","In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin."
"s157","Movie","Letters to Juliet","United States","2021-09-01 00:00:00","2010","PG","105 min","Comedies, Dramas, Romantic Movies","By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance."
"s158","Movie","Level 16","Canada","2021-09-01 00:00:00","2018","TV-14","102 min","Sci-Fi & Fantasy, Thrillers","In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape."
"s159","Movie","Love Don't Cost a Thing","United States","2021-09-01 00:00:00","2003","PG-13","101 min","Comedies, Romantic Movies","A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend."
"s160","Movie","Love in a Puff","Hong Kong","2021-09-01 00:00:00","2010","TV-MA","103 min","Comedies, Dramas, International Movies","When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections."
"s161","TV Show","Major Dad","United States","2021-09-01 00:00:00","1992","TV-PG","4 Seasons","TV Comedies","When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command."
"s162","Movie","Mars Attacks!","United States","2021-09-01 00:00:00","1996","PG-13","106 min","Comedies, Cult Movies, Sci-Fi & Fantasy","As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace."
"s163","Movie","Marshall","United States, China, Hong Kong","2021-09-01 00:00:00","2017","PG-13","118 min","Dramas","This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer."
"s164","Movie","My Boss's Daughter","United States","2021-09-01 00:00:00","2003","R","86 min","Comedies, Romantic Movies","A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush."
"s165","Movie","Mystery Men","United States","2021-09-01 00:00:00","1999","PG-13","121 min","Action & Adventure, Comedies","A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears."
"s166","TV Show","Oldsters","null","2021-09-01 00:00:00","2019","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system."
"s167","Movie","Once Upon a Time in America","Italy, United States","2021-09-01 00:00:00","1984","R","229 min","Classic Movies, Dramas","Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City."
"s168","Movie","Open Season 2","United States, Canada","2021-09-01 00:00:00","2008","PG","76 min","Children & Family Movies, Comedies","Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity."
"s169","Movie","Osmosis Jones","United States","2021-09-01 00:00:00","2001","PG","95 min","Action & Adventure, Children & Family Movies, Comedies","Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms."
"s170","Movie","Poseidon","United States","2021-09-01 00:00:00","2006","PG-13","98 min","Action & Adventure, Dramas","A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival."
"s171","Movie","Rhyme & Reason","United States","2021-09-01 00:00:00","1997","R","89 min","Documentaries, Music & Musicals","The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts."
"s172","Movie","Same Kind of Different as Me","United States","2021-09-01 00:00:00","2017","PG-13","120 min","Dramas, Faith & Spirituality","A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story."
"s173","Movie","School of Rock","United States, Germany","2021-09-01 00:00:00","2003","PG-13","110 min","Comedies, Music & Musicals","Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll."
"s174","Movie","Snervous Tyler Oakley","United States","2021-09-01 00:00:00","2015","PG-13","83 min","Documentaries, LGBTQ Movies","The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour."
"s175","Movie","Tears of the Sun","United States","2021-09-01 00:00:00","2003","R","121 min","Action & Adventure, Dramas","A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."
"s176","Movie","The Blue Lagoon","United States","2021-09-01 00:00:00","1980","R","105 min","Dramas, Romantic Movies","Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise."
"s177","Movie","The Golden Child","United States","2021-09-01 00:00:00","1986","PG-13","94 min","Action & Adventure, Comedies","A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers."
"s178","Movie","The Guns of Navarone","United Kingdom, United States","2021-09-01 00:00:00","1961","TV-14","156 min","Action & Adventure, Classic Movies","During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel."
"s179","Movie","The Interview","United States","2021-09-01 00:00:00","2014","R","112 min","Action & Adventure, Comedies","Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un."
"s180","Movie","The Nutty Professor","United States","2021-09-01 00:00:00","1996","PG-13","95 min","Comedies, Romantic Movies","After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance."
"s181","Movie","The Nutty Professor II: The Klumps","null","2021-09-01 00:00:00","2000","PG-13","107 min","Comedies, Romantic Movies","After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation."
"s182","TV Show","Turning Point: 9/11 and the War on Terror","null","2021-09-01 00:00:00","2021","TV-14","1 Season","Docuseries","This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad."
"s184","Movie","In the Line of Fire","United States","2021-08-31 00:00:00","1993","R","129 min","Action & Adventure, Classic Movies","A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy."
"s185","TV Show","Sparking Joy","United States","2021-08-31 00:00:00","2021","TV-PG","1 Season","Reality TV","In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life â€” and shares her own world."
"s186","Movie","Untold: Crime & Penalties","null","2021-08-31 00:00:00","2021","TV-MA","86 min","Documentaries, Sports Movies","They were the bad boys of hockey â€” a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good."
"s187","TV Show","Hometown Cha-Cha-Cha","null","2021-08-29 00:00:00","2021","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way."
"s188","TV Show","The Ingenuity of the Househusband","null","2021-08-29 00:00:00","2021","TV-G","1 Season","International TV Shows, TV Comedies","A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes."
"s189","Movie","2 Alone in Paris","France","2021-08-28 00:00:00","2008","TV-MA","97 min","Comedies, International Movies","A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth."
"s190","TV Show","Bread Barbershop","null","2021-08-28 00:00:00","2020","TV-Y","2 Seasons","Kids' TV, TV Comedies","In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood."
"s191","Movie","Thimmarusu","India","2021-08-28 00:00:00","2021","TV-14","125 min","Dramas, International Movies","Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit."
"s192","Movie","Wind River","United Kingdom, Canada, United States","2021-08-28 00:00:00","2017","R","107 min","Dramas, Independent Movies","A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation."
"s193","Movie","C Kkompany","India","2021-08-27 00:00:00","2008","TV-14","127 min","Action & Adventure, Comedies, International Movies","Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous."
"s194","TV Show","D.P.",", South Korea","2021-08-27 00:00:00","2021","TV-MA","1 Season","International TV Shows, TV Dramas","A young privateâ€™s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty."
"s195","TV Show","Deadly Sins","null","2021-08-27 00:00:00","2002","TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas","A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune."
"s196","Movie","EMI: Liya Hai To Chukana Padega","India","2021-08-27 00:00:00","2008","TV-14","128 min","Comedies, Dramas, International Movies","A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans."
"s197","Movie","He's All That","null","2021-08-27 00:00:00","2021","TV-14","92 min","Comedies, Romantic Movies","An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That."""
"s198","TV Show","I Heart Arlo","null","2021-08-27 00:00:00","2021","TV-Y7","1 Season","Kids' TV, TV Comedies","It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood â€” and make it their own."
"s199","TV Show","King of Boys: The Return of the King","Nigeria","2021-08-27 00:00:00","2021","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness."
"s200","Movie","Koi Aap Sa","India","2021-08-27 00:00:00","2006","TV-14","135 min","Comedies, Dramas, International Movies","Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her."
"s201","Movie","Krishna Cottage","India","2021-08-27 00:00:00","2004","TV-14","124 min","Action & Adventure, Horror Movies, International Movies","True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller."
"s202","Movie","Kucch To Hai","India","2021-08-27 00:00:00","2003","TV-14","136 min","Dramas, International Movies, Thrillers","A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge."
"s203","Movie","Kyaa Kool Hai Hum","India","2021-08-27 00:00:00","2005","TV-MA","165 min","Comedies, International Movies, Music & Musicals","Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck."
"s204","Movie","Kyaa Kool Hain Hum 3","India","2021-08-27 00:00:00","2016","TV-MA","124 min","Comedies, International Movies","When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father."
"s205","Movie","Kyaa Super Kool Hain Hum","India","2021-08-27 00:00:00","2012","TV-MA","136 min","Comedies, International Movies","An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog."
"s206","Movie","Kyo Kii... Main Jhuth Nahin Bolta","India","2021-08-27 00:00:00","2001","TV-14","150 min","Comedies, International Movies, Sci-Fi & Fantasy","The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie."
"s207","Movie","LSD: Love, Sex Aur Dhokha","India","2021-08-27 00:00:00","2010","TV-MA","112 min","Dramas, Independent Movies, International Movies","This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India."
"s208","Movie","Mission Istaanbul: Darr Ke Aagey Jeet Hai","India","2021-08-27 00:00:00","2008","TV-14","119 min","Action & Adventure, International Movies, Music & Musicals","A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station."
"s209","Movie","Once Upon a Time in Mumbaai","India","2021-08-27 00:00:00","2010","TV-14","133 min","Dramas, International Movies, Music & Musicals","Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protÃ©gÃ© will shake up the world of organized crime."
"s393","Movie","Django Unchained","United States","2021-07-24 00:00:00","2012","R","165 min","Action & Adventure, Dramas","Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner."
"s210","Movie","Once Upon a Time in Mumbai Dobaara!","India","2021-08-27 00:00:00","2013","TV-14","142 min","Dramas, International Movies, Music & Musicals","This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control."
"s211","Movie","Ragini MMS","India","2021-08-27 00:00:00","2011","TV-MA","93 min","Horror Movies, International Movies","A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity."
"s212","Movie","Ragini MMS 2","India","2021-08-27 00:00:00","2014","TV-MA","113 min","Horror Movies, International Movies","The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house."
"s213","TV Show","Rebellion","Ireland","2021-08-27 00:00:00","2016","TV-MA","2 Seasons","International TV Shows, TV Dramas","As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule."
"s214","TV Show","RIDE ON TIME","null","2021-08-27 00:00:00","2021","TV-PG","3 Seasons","Docuseries, International TV Shows","Take a deep dive into the beautiful world of Japan's top male idol groups from number one producer Johnny's in this revealing docuseries."
"s215","Movie","SAS: Rise of the Black Swan","null","2021-08-27 00:00:00","2021","R","124 min","Action & Adventure, International Movies","A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train."
"s216","Movie","Shootout at Lokhandwala","India","2021-08-27 00:00:00","2007","TV-MA","116 min","Action & Adventure, Dramas, International Movies","Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight."
"s217","Movie","Shor In the City","India","2021-08-27 00:00:00","2011","TV-14","106 min","Comedies, Dramas, Independent Movies","When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger."
"s218","Movie","The Dirty Picture","India","2021-08-27 00:00:00","2011","TV-14","145 min","Comedies, Dramas, International Movies","After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol."
"s219","TV Show","Titletown High","null","2021-08-27 00:00:00","2021","TV-14","1 Season","Reality TV, Teen TV Shows","In a Georgia town where football rules and winning is paramount, a high school team tackles romance, rivalries and real life while vying for a title."
"s220","TV Show","EDENS ZERO","Japan","2021-08-26 00:00:00","2021","TV-14","1 Season","Anime Series, International TV Shows","Aboard the Edens Zero, a lonely boy with the ability to control gravity embarks on an adventure to meet the fabled space goddess known as Mother."
"s221","TV Show","Family Reunion","United States","2021-08-26 00:00:00","2021","TV-PG","4 Seasons","Kids' TV, TV Comedies","When the McKellan family moves from Seattle to small-town Georgia, life down South â€“ and traditional grandparents â€“ challenge their big-city ways."
"s222","Movie","Bob Ross: Happy Accidents, Betrayal & Greed","null","2021-08-25 00:00:00","2021","TV-14","93 min","Documentaries","Bob Ross brought joy to millions as the worldâ€™s most famous art instructor. But a battle for his business empire cast a shadow over his happy trees."
"s223","TV Show","Clickbait","null","2021-08-25 00:00:00","2021","TV-MA","1 Season","Crime TV Shows, TV Dramas, TV Mysteries","When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why."
"s224","TV Show","John of God: The Crimes of a Spiritual Healer","null","2021-08-25 00:00:00","2021","TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows","Idolized medium JoÃ£o Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press."
"s225","TV Show","Motel Makeover","null","2021-08-25 00:00:00","2021","TV-14","1 Season","International TV Shows, Reality TV","Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway."
"s226","TV Show","Open Your Eyes","null","2021-08-25 00:00:00","2021","TV-MA","1 Season","International TV Shows, TV Dramas, TV Mysteries","After a tragic accident, an amnesiac teen tries to rebuild her life at a memory disorders center but becomes suspicious of her unconventional treatment."
"s227","TV Show","Post Mortem: No One Dies in Skarnes","null","2021-08-25 00:00:00","2021","TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","She's back from the dead and has a newfound thirst for blood. Meanwhile, her family's funeral parlor desperately needs more business. Hmm, what if..."
"s228","Movie","Really Love","United States","2021-08-25 00:00:00","2020","TV-MA","95 min","Dramas, Independent Movies, Romantic Movies","A rising Black painter tries to break into a competitive art world while balancing an unexpected romance with an ambitious law student."
"s229","Movie","The November Man","United States, United Kingdom","2021-08-25 00:00:00","2014","R","108 min","Action & Adventure","An ex-CIA agent emerges from retirement to protect an important witness, but he soon discovers that old friends can make the most dangerous enemies."
"s230","Movie","The Old Ways","United States","2021-08-25 00:00:00","2020","TV-MA","90 min","Horror Movies","A reporter visits her birthplace in Veracruz for a story about tribal culture, only to be kidnapped by locals who believe she's demonically possessed."
"s231","Movie","The River Runner","null","2021-08-25 00:00:00","2021","TV-MA","86 min","Documentaries, Sports Movies","In this documentary, a kayaker sets out to become the first man to paddle the four great rivers that flow from Tibet's sacred Mount Kailash."
"s232","Movie","The Water Man","United States","2021-08-25 00:00:00","2021","PG","92 min","Children & Family Movies, Dramas","Desperate to save his ailing mother, 11-year-old Gunner runs away from home on a quest to find a mythic figure rumored to have the power to cheat death."
"s233","TV Show","Wheel of Fortune","United States","2021-08-25 00:00:00","2019","TV-G","3 Seasons","Reality TV","Pat Sajak and Vanna White host one of TV's most popular, long-running game shows, where players spin a wheel for prizes and solve mystery phrases."
"s234","Movie","Count Me In","United Kingdom","2021-08-24 00:00:00","2021","TV-MA","82 min","Documentaries, Music & Musicals","This documentary features some of rock's greatest drummers as they come together in an inspiring rhythmic journey about the power of human connection."
"s235","TV Show","Oggy Oggy","null","2021-08-24 00:00:00","2021","TV-Y","1 Season","Kids' TV, TV Comedies","Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures!"
"s236","Movie","Untold: Caitlyn Jenner","null","2021-08-24 00:00:00","2021","TV-PG","70 min","Documentaries, LGBTQ Movies, Sports Movies","Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful."
"s237","Movie","Boomika","null","2021-08-23 00:00:00","2021","TV-14","122 min","Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
"s238","Movie","Boomika (Hindi)","null","2021-08-23 00:00:00","2021","TV-14","122 min","Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
"s239","Movie","Boomika (Malayalam)","null","2021-08-23 00:00:00","2021","TV-14","122 min","Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
"s240","Movie","Boomika (Telugu)","null","2021-08-23 00:00:00","2021","TV-14","122 min","Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
"s241","Movie","The Witcher: Nightmare of the Wolf","null","2021-08-23 00:00:00","2021","TV-MA","84 min","Action & Adventure, Anime Features","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past."
